219.44,218.54,217.73,216.9,216.51,215.91,215.08,213.81,213.33,212.37,211.58,210.46,210.09,209.38,208.57,207.74,207.38,206.64,205.76,204.8,204.7,203.86,202.96,202.17,201.41,200.62,200.03,198.93,198.15,197.37,196.53,195.75,195.03,194.22,193.38,192.58,191.77,190.95,190.15,189.31,188.65,187.75,187.07,186.21,185.37,184.57,183.77,182.98,182.21,181.43,180.64,179.84,178.88,178.2,177.37,176.5,175.71,175.44,174.57,173.67,172.94,172.36,171.36,170.74,170.44,169.37,168.34,167.74,167.16,166.63,165.73,165.11,164.76,164.18,163.35,162.72,162.14,161.68,160.9,160.53,159.84,159.41,158.94,158.33,157.51,157.48,156.64,156.09,155.96,155.85,154.92,154.4,154.09,153.31,153.1,152.6,152.28,151.54,151.36,150.72,150.58,149.86,149.67,149.15,148.64,148.12,147.68,147.33,146.79,146.59,146.41,145.77,145.21,145.08,144.18,143.44,143.23,142.55,141.87,141.37,140.67,140.27,139.31,138.95,138.11,137.39,136.86,136.09,135.48,134.97,134.1,133.36,132.21,131.98,131.25,130.43,129.7,128.98,128.39,127.55,126.81,125.91,125.35,125.37,124.46,123.54,122.56,121.76,121.39,119.84,119.4,118.47,117.27,116.87,116.41,115.19,114.38,113.85,112.82,111.75,110.92,110.02,109.34,108.7,107.96,107.19,106.3,105.4,104.51,103.9,103.16,102.24,101.56,100.94,99.95,99.16,98.51,97.65,96.77,95.96,95.18,94.35,93.98,92.87,92.37,91.56,90.72,89.94,89.33,115.66,87.54,87.11,86.28,85.58,84.79,84.39,83.3,82.52,82.22,81.17,80.55,79.76,79.17,78.32,78.01,77.19,76.43,75.56,74.82,74.21,73.6,72.91,72.82,71.37,70.82,69.98,69.29,68.63,67.77,67.13,66.71,65.78,65.13,64.33,63.55,62.78,62.14,61.19,60.61,59.81,59.31,58.18,57.41,56.62,56.33,55.13,54.51,53.72,53.15,52.42
219.56,218.65,217.85,217.01,216.67,216.08,215.27,213.94,213.51,212.52,211.73,210.57,210.21,209.5,208.69,207.85,207.53,206.76,205.86,204.92,204.89,203.99,203.08,202.28,201.52,200.74,200.19,199.07,198.28,197.5,196.65,195.87,195.16,194.35,193.49,192.71,191.9,191.06,190.27,189.44,188.8,187.87,187.2,186.34,185.49,184.69,183.89,183.1,182.33,181.55,180.77,179.97,178.99,178.33,177.48,176.59,175.8,175.56,174.69,173.78,173.03,172.47,171.47,170.86,170.58,169.49,168.45,167.87,167.29,166.76,165.82,165.23,164.87,164.31,163.46,162.82,162.23,161.78,160.99,160.64,159.95,159.52,159.05,158.41,157.62,157.59,156.54,156.2,156.06,155.72,155.03,154.48,154.2,153.41,153.01,152.5,152.17,151.62,151.48,150.83,150.47,149.95,149.77,149.25,148.53,148.0,147.59,147.41,146.7,146.5,146.28,145.66,145.06,144.94,144.28,143.37,143.37,142.45,142.0,141.46,140.76,140.17,139.44,139.06,138.24,137.52,136.98,136.21,135.58,135.09,134.21,133.46,132.15,132.09,131.37,130.55,129.79,129.1,128.5,127.66,126.93,126.02,125.45,125.56,124.65,123.71,122.68,121.87,121.56,119.94,119.51,118.57,117.34,116.97,116.55,115.31,114.49,113.98,112.93,111.86,111.04,110.13,109.44,108.8,108.08,107.33,106.46,105.54,104.62,104.07,103.29,102.35,101.67,101.03,100.05,99.27,98.62,97.75,96.85,96.06,95.3,94.45,94.09,92.95,92.47,91.63,90.81,90.02,89.44,115.5,87.62,87.0,86.39,85.68,84.92,84.51,83.4,82.62,82.36,81.25,80.63,79.85,79.27,78.39,78.13,77.32,76.56,75.67,74.92,74.32,73.72,73.05,73.04,71.52,70.94,70.1,69.4,68.76,67.88,67.25,66.88,65.9,65.25,64.44,63.67,62.9,62.27,61.32,60.74,59.91,59.46,58.3,57.53,56.74,56.53,55.24,54.63,53.84,53.28,52.56
219.71,218.79,217.99,217.14,216.85,216.26,215.47,214.09,213.7,212.7,211.89,210.73,210.35,209.64,208.84,207.98,207.69,206.91,205.99,205.08,205.08,204.15,203.22,202.41,201.66,200.89,200.37,199.23,198.44,197.66,196.79,196.03,195.31,194.51,193.63,192.85,192.05,191.2,190.42,189.58,188.96,188.01,187.35,186.49,185.63,184.84,184.03,183.24,182.47,181.69,180.92,180.12,179.13,178.47,177.62,176.71,175.92,175.71,174.83,173.9,173.15,172.6,171.6,171.0,170.74,169.63,168.59,168.02,167.44,166.91,165.93,165.37,165.0,164.45,163.59,162.94,162.33,161.9,161.09,160.76,160.07,159.64,159.17,158.51,157.76,157.74,156.48,156.35,156.18,155.61,155.16,154.59,154.32,153.52,152.94,152.41,152.08,151.73,151.61,150.95,150.38,150.06,149.89,149.38,148.45,147.92,147.53,147.51,146.64,146.44,146.17,145.58,144.94,144.82,144.41,143.33,143.55,142.39,142.17,141.58,140.88,140.11,139.59,139.2,138.38,137.67,137.14,136.35,135.71,135.24,134.34,133.59,132.13,132.22,131.5,130.69,129.91,129.24,128.65,127.8,127.08,126.16,125.58,125.77,124.86,123.9,122.82,122.01,121.75,120.08,119.65,118.69,117.44,117.08,116.7,115.44,114.62,114.13,113.07,112.0,111.18,110.26,109.56,108.92,108.22,107.5,106.63,105.71,104.75,104.25,103.43,102.48,101.8,101.15,100.18,99.39,98.75,97.88,96.97,96.18,95.46,94.57,94.22,93.05,92.59,91.72,90.93,90.13,89.57,115.31,87.73,86.91,86.52,85.81,85.07,84.66,83.53,82.75,82.51,81.35,80.74,79.97,79.4,78.49,78.27,77.46,76.72,75.82,75.05,74.45,73.87,73.22,73.27,71.68,71.08,70.24,69.53,68.91,68.01,67.38,67.06,66.03,65.38,64.56,63.8,63.05,62.41,61.47,60.89,60.03,59.62,58.44,57.67,56.88,56.75,55.37,54.77,53.98,53.42,52.72
219.87,218.95,218.15,217.29,217.05,216.45,215.69,214.26,213.91,212.88,212.07,210.91,210.51,209.8,209.01,208.14,207.88,207.08,206.14,205.27,205.29,204.32,203.38,202.57,201.82,201.05,200.56,199.41,198.61,197.83,196.96,196.2,195.49,194.68,193.79,193.03,192.23,191.37,190.59,189.76,189.15,188.18,187.52,186.66,185.79,185.0,184.2,183.41,182.64,181.86,181.09,180.29,179.28,178.64,177.78,176.86,176.07,175.87,174.99,174.06,173.3,172.75,171.76,171.16,170.92,169.79,168.75,168.19,167.61,167.08,166.06,165.52,165.14,164.6,163.73,163.07,162.46,162.03,161.22,160.9,160.22,159.78,159.3,158.63,157.93,157.9,156.45,156.52,156.32,155.52,155.3,154.71,154.45,153.66,152.9,152.36,152.01,151.85,151.76,151.09,150.33,150.18,150.02,149.53,148.4,147.88,147.5,147.64,146.62,146.41,146.09,145.54,144.85,144.73,144.55,143.33,143.75,142.36,142.37,141.72,141.02,140.06,139.76,139.36,138.55,137.84,137.32,136.51,135.86,135.4,134.49,133.75,132.15,132.38,131.66,130.85,130.05,129.4,128.81,127.96,127.24,126.32,125.73,125.99,125.07,124.1,122.98,122.17,121.94,120.23,119.81,118.82,117.55,117.21,116.86,115.59,114.76,114.3,113.22,112.15,111.34,110.41,109.71,109.07,108.38,107.68,106.82,105.89,104.91,104.45,103.6,102.63,101.95,101.29,100.32,99.54,98.9,98.02,97.1,96.32,95.66,94.72,94.37,93.18,92.74,91.85,91.07,90.26,89.73,115.11,87.87,86.85,86.69,85.97,85.25,84.83,83.68,82.9,82.69,81.49,80.88,80.11,79.56,78.62,78.43,77.63,76.89,75.98,75.2,74.6,74.04,73.39,73.51,71.85,71.23,70.39,69.69,69.08,68.17,67.54,67.26,66.19,65.54,64.71,63.96,63.22,62.58,61.64,61.05,60.17,59.8,58.6,57.83,57.04,56.99,55.53,54.93,54.14,53.59,52.9
220.05,219.14,218.34,217.46,217.26,216.65,215.91,214.45,214.12,213.09,212.28,211.12,210.69,209.99,209.19,208.32,208.08,207.27,206.32,205.48,205.52,204.52,203.57,202.75,202.0,201.24,200.77,199.61,198.81,198.02,197.14,196.39,195.68,194.87,193.98,193.22,192.42,191.56,190.78,189.95,189.35,188.37,187.72,186.86,185.98,185.19,184.38,183.59,182.82,182.04,181.28,180.48,179.46,178.83,177.96,177.03,176.24,176.05,175.17,174.23,173.46,172.93,171.94,171.35,171.12,169.98,168.94,168.38,167.8,167.27,166.22,165.69,165.3,164.77,163.88,163.23,162.6,162.18,161.36,161.05,160.37,159.93,159.44,158.76,158.13,158.09,156.46,156.72,156.46,155.45,155.46,154.84,154.59,153.81,152.88,152.33,151.98,151.99,151.93,151.25,150.3,150.33,150.18,149.69,148.37,147.87,147.49,147.79,146.62,146.42,146.02,145.54,144.79,144.67,144.71,143.37,143.98,142.37,142.6,141.88,141.19,140.05,139.95,139.54,138.74,138.03,137.52,136.7,136.04,135.59,134.66,133.92,132.21,132.55,131.84,131.03,130.22,129.58,128.99,128.14,127.43,126.5,125.9,126.21,125.3,124.32,123.16,122.35,122.16,120.41,119.99,118.97,117.67,117.36,117.04,115.75,114.92,114.48,113.38,112.32,111.52,110.58,109.87,109.24,108.56,107.87,107.02,106.09,105.08,104.67,103.78,102.79,102.12,101.45,100.49,99.71,99.07,98.19,97.26,96.48,95.88,94.88,94.54,93.33,92.9,92.0,91.24,90.42,89.91,114.89,88.03,86.82,86.87,86.15,85.44,85.01,83.86,83.07,82.88,81.64,81.04,80.27,79.73,78.77,78.61,77.81,77.08,76.17,75.38,74.78,74.23,73.59,73.75,72.04,71.4,70.57,69.86,69.26,68.35,67.71,67.46,66.36,65.71,64.88,64.14,63.4,62.76,61.82,61.23,60.32,59.99,58.77,58.02,57.23,57.24,55.71,55.1,54.32,53.78,53.1
220.25,219.34,218.54,217.66,217.49,216.85,216.14,214.65,214.35,213.3,212.49,211.36,210.89,210.19,209.4,208.53,208.3,207.48,206.51,205.72,205.75,204.72,203.77,202.94,202.19,201.44,200.99,199.82,199.01,198.23,197.34,196.6,195.89,195.08,194.18,193.42,192.64,191.77,191.0,190.15,189.57,188.57,187.93,187.07,186.17,185.39,184.58,183.79,183.03,182.24,181.48,180.69,179.66,179.03,178.16,177.22,176.43,176.24,175.37,174.41,173.64,173.12,172.14,171.55,171.33,170.18,169.14,168.59,168.01,167.47,166.39,165.88,165.47,164.95,164.05,163.39,162.75,162.35,161.51,161.22,160.53,160.09,159.6,158.9,158.34,158.28,156.5,156.93,156.62,155.4,155.63,154.99,154.74,153.97,152.89,152.33,151.96,152.15,152.11,151.42,150.31,150.5,150.35,149.86,148.38,147.9,147.51,147.95,146.64,146.46,145.99,145.56,144.77,144.64,144.89,143.43,144.22,142.41,142.84,142.07,141.37,140.07,140.16,139.74,138.95,138.24,137.74,136.9,136.24,135.79,134.86,134.11,132.31,132.75,132.03,131.24,130.4,129.78,129.19,128.34,127.64,126.7,126.09,126.45,125.53,124.55,123.36,122.55,122.38,120.61,120.18,119.12,117.81,117.51,117.23,115.93,115.09,114.68,113.56,112.5,111.72,110.77,110.06,109.43,108.76,108.08,107.24,106.3,105.28,104.89,103.98,102.98,102.3,101.63,100.67,99.9,99.25,98.37,97.44,96.66,96.12,95.06,94.73,93.5,93.09,92.17,91.42,90.61,90.11,114.65,88.21,86.82,87.07,86.35,85.66,85.22,84.05,83.26,83.08,81.82,81.22,80.45,79.92,78.94,78.8,78.01,77.29,76.37,75.57,74.97,74.44,73.79,73.99,72.23,71.58,70.75,70.05,69.46,68.54,67.91,67.68,66.56,65.9,65.07,64.34,63.61,62.96,62.02,61.44,60.48,60.19,58.97,58.22,57.43,57.51,55.9,55.3,54.51,53.98,53.32
220.47,219.55,218.76,217.87,217.73,217.06,216.38,214.87,214.58,213.53,212.72,211.61,211.1,210.41,209.62,208.75,208.54,207.7,206.73,205.97,205.99,204.94,203.98,203.16,202.4,201.66,201.23,200.05,199.24,198.46,197.55,196.82,196.11,195.3,194.39,193.65,192.87,191.99,191.22,190.38,189.81,188.79,188.15,187.29,186.39,185.61,184.8,184.01,183.25,182.46,181.7,180.91,179.88,179.25,178.38,177.43,176.63,176.45,175.58,174.62,173.84,173.33,172.35,171.76,171.55,170.4,169.36,168.81,168.23,167.69,166.58,166.08,165.66,165.14,164.23,163.57,162.93,162.53,161.68,161.4,160.71,160.26,159.77,159.06,158.57,158.49,156.56,157.15,156.8,155.38,155.81,155.16,154.9,154.15,152.93,152.35,151.98,152.33,152.3,151.61,150.34,150.68,150.53,150.05,148.41,147.96,147.56,148.13,146.7,146.52,145.98,145.61,144.77,144.63,145.08,143.52,144.47,142.49,143.1,142.28,141.58,140.11,140.39,139.95,139.17,138.46,137.98,137.12,136.46,136.01,135.07,134.32,132.44,132.96,132.24,131.46,130.61,129.99,129.41,128.55,127.86,126.92,126.3,126.69,125.78,124.79,123.58,122.77,122.61,120.82,120.39,119.29,117.96,117.67,117.42,116.12,115.28,114.9,113.76,112.7,111.93,110.97,110.26,109.63,108.97,108.31,107.47,106.52,105.49,105.13,104.19,103.18,102.49,101.82,100.86,100.1,99.45,98.57,97.64,96.85,96.38,95.26,94.93,93.69,93.29,92.37,91.63,90.81,90.32,114.4,88.41,86.86,87.29,86.57,85.89,85.45,84.26,83.47,83.3,82.01,81.42,80.64,80.13,79.13,79.0,78.22,77.52,76.6,75.78,75.19,74.66,74.01,74.24,72.44,71.78,70.95,70.26,69.68,68.75,68.12,67.91,66.76,66.11,65.27,64.55,63.82,63.18,62.24,61.65,60.66,60.4,59.18,58.44,57.66,57.78,56.1,55.51,54.73,54.2,53.54
220.7,219.78,219.0,218.09,217.98,217.28,216.63,215.1,214.83,213.77,212.97,211.87,211.33,210.64,209.86,208.99,208.79,207.94,206.96,206.24,206.24,205.17,204.21,203.39,202.63,201.89,201.47,200.29,199.48,198.7,197.77,197.06,196.35,195.53,194.63,193.89,193.11,192.24,191.47,190.62,190.06,189.03,188.39,187.53,186.62,185.84,185.03,184.24,183.49,182.69,181.93,181.15,180.11,179.49,178.62,177.66,176.86,176.67,175.81,174.83,174.06,173.55,172.58,171.99,171.78,170.63,169.59,169.05,168.47,167.92,166.78,166.3,165.85,165.33,164.42,163.76,163.11,162.72,161.85,161.58,160.9,160.44,159.95,159.22,158.79,158.7,156.65,157.37,156.98,155.38,156.0,155.33,155.07,154.34,152.99,152.4,152.02,152.52,152.5,151.81,150.4,150.87,150.73,150.26,148.47,148.04,147.63,148.33,146.78,146.61,146.01,145.7,144.81,144.65,145.28,143.63,144.73,142.59,143.36,142.5,141.8,140.19,140.64,140.18,139.41,138.69,138.23,137.36,136.69,136.24,135.3,134.55,132.6,133.19,132.47,131.69,130.83,130.23,129.64,128.79,128.09,127.15,126.52,126.94,126.03,125.03,123.8,123.0,122.85,121.05,120.61,119.46,118.12,117.85,117.63,116.32,115.48,115.12,113.96,112.91,112.15,111.18,110.48,109.84,109.2,108.54,107.71,106.76,105.72,105.37,104.42,103.4,102.7,102.02,101.07,100.31,99.67,98.78,97.85,97.06,96.64,95.48,95.14,93.9,93.51,92.58,91.85,91.03,90.55,114.14,88.63,86.93,87.53,86.8,86.13,85.68,84.49,83.69,83.54,82.23,81.63,80.85,80.35,79.34,79.22,78.45,77.76,76.83,76.01,75.41,74.89,74.24,74.49,72.66,71.99,71.17,70.48,69.9,68.98,68.35,68.15,66.98,66.33,65.49,64.78,64.05,63.41,62.46,61.88,60.84,60.62,59.4,58.67,57.9,58.06,56.33,55.74,54.95,54.43,53.78
220.94,220.03,219.25,218.33,218.23,217.51,216.89,215.34,215.07,214.02,213.22,212.13,211.57,210.89,210.1,209.24,209.05,208.19,207.2,206.51,206.49,205.42,204.46,203.64,202.87,202.13,201.73,200.54,199.72,198.96,198.01,197.31,196.6,195.78,194.87,194.14,193.37,192.49,191.73,190.87,190.33,189.28,188.64,187.78,186.86,186.09,185.28,184.48,183.74,182.94,182.17,181.4,180.36,179.74,178.86,177.91,177.1,176.9,176.05,175.06,174.29,173.79,172.82,172.24,172.02,170.88,169.84,169.3,168.72,168.16,167.0,166.52,166.05,165.54,164.62,163.96,163.31,162.92,162.04,161.78,161.09,160.63,160.13,159.4,159.02,158.91,156.75,157.59,157.17,155.41,156.21,155.52,155.24,154.55,153.07,152.47,152.08,152.72,152.72,152.02,150.49,151.08,150.95,150.47,148.57,148.15,147.73,148.54,146.89,146.72,146.06,145.8,144.88,144.69,145.5,143.77,144.97,142.72,143.61,142.73,142.04,140.31,140.89,140.42,139.66,138.94,138.48,137.61,136.94,136.48,135.54,134.79,132.78,133.43,132.7,131.94,131.07,130.47,129.89,129.03,128.34,127.4,126.76,127.2,126.28,125.29,124.04,123.24,123.11,121.29,120.84,119.64,118.3,118.03,117.84,116.53,115.68,115.35,114.18,113.13,112.39,111.41,110.71,110.07,109.44,108.79,107.95,107.01,105.96,105.62,104.66,103.63,102.92,102.24,101.29,100.54,99.89,99.0,98.07,97.27,96.89,95.7,95.37,94.12,93.74,92.81,92.08,91.26,90.79,113.88,88.86,87.05,87.78,87.05,86.39,85.94,84.73,83.93,83.78,82.46,81.86,81.08,80.58,79.56,79.45,78.69,78.01,77.08,76.25,75.65,75.14,74.47,74.75,72.89,72.2,71.39,70.71,70.14,69.22,68.59,68.4,67.21,66.56,65.72,65.02,64.3,63.65,62.7,62.12,61.03,60.84,59.64,58.92,58.15,58.34,56.56,55.97,55.19,54.67,54.03
221.19,220.28,219.51,218.58,218.5,217.73,217.15,215.59,215.33,214.28,213.48,212.4,211.82,211.14,210.36,209.5,209.32,208.45,207.46,206.78,206.75,205.67,204.71,203.89,203.12,202.39,201.99,200.8,199.98,199.22,198.25,197.56,196.85,196.04,195.13,194.4,193.63,192.76,192.0,191.13,190.6,189.54,188.9,188.04,187.12,186.35,185.54,184.74,184.0,183.19,182.42,181.66,180.61,180.0,179.13,178.17,177.36,177.13,176.31,175.3,174.53,174.04,173.07,172.49,172.28,171.13,170.1,169.56,168.98,168.42,167.23,166.75,166.27,165.75,164.83,164.17,163.51,163.13,162.24,161.99,161.29,160.83,160.33,159.58,159.24,159.12,156.88,157.8,157.37,155.47,156.42,155.72,155.42,154.76,153.18,152.58,152.18,152.93,152.94,152.24,150.6,151.3,151.17,150.69,148.69,148.28,147.85,148.76,147.02,146.85,146.15,145.93,144.98,144.76,145.72,143.93,145.21,142.88,143.86,142.98,142.29,140.46,141.16,140.68,139.92,139.2,138.74,137.87,137.2,136.74,135.8,135.04,132.98,133.68,132.95,132.19,131.32,130.72,130.14,129.28,128.6,127.66,127.0,127.46,126.55,125.55,124.29,123.49,123.36,121.55,121.09,119.83,118.48,118.22,118.06,116.74,115.9,115.59,114.4,113.36,112.63,111.65,110.95,110.31,109.69,109.04,108.21,107.27,106.22,105.88,104.91,103.87,103.14,102.46,101.53,100.78,100.13,99.24,98.31,97.5,97.14,95.94,95.6,94.36,93.98,93.05,92.33,91.51,91.04,113.6,89.11,87.2,88.04,87.31,86.65,86.2,84.98,84.18,84.03,82.7,82.11,81.31,80.82,79.8,79.69,78.94,78.27,77.34,76.5,75.9,75.4,74.72,75.0,73.12,72.43,71.62,70.95,70.38,69.47,68.84,68.65,67.46,66.8,65.96,65.27,64.55,63.9,62.95,62.37,61.23,61.07,59.88,59.17,58.42,58.61,56.8,56.22,55.44,54.92,54.29
